web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684506938-140","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","20:00","Nubes dispersas","20°","20 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-141","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","20:30","Despejado","19°","20 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-142","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","21:00","Despejado","19°","22 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-143","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","21:30","Despejado","20°","22 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-144","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","22:00","Despejado","19°","24 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-145","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","22:30","Despejado","19°","22 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-146","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","23:00","Despejado","20°","20 km/h","43%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506938-147","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 3 Enero 2022","23:30","Despejado","20°","17 km/h","35%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2022.html"
"1684506941-148","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","00:00","Despejado","20°","19 km/h","32%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-149","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","","","","","","","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-150","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","00:30","Despejado","19°","17 km/h","37%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-151","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","01:00","Despejado","19°","17 km/h","32%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-152","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","01:30","Despejado","20°","19 km/h","30%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-153","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","02:00","Despejado","19°","19 km/h","32%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-154","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","02:30","Despejado","19°","15 km/h","32%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-155","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","03:00","Despejado","18°","13 km/h","37%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-156","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","03:30","Despejado","18°","11 km/h","37%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-157","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","04:00","Despejado","18°","9 km/h","39%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-158","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","04:30","Despejado","18°","11 km/h","37%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-159","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","05:00","Despejado","17°","9 km/h","39%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-160","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","05:30","Despejado","17°","19 km/h","36%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-161","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","06:00","Despejado","17°","13 km/h","39%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-162","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","06:30","Despejado","17°","15 km/h","39%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-163","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","07:00","Despejado","17°","13 km/h","42%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-164","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","07:30","Nubes dispersas","17°","13 km/h","42%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-165","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","09:00","Nubes dispersas","19°","13 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-166","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","09:30","Nubes dispersas","20°","13 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-167","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","10:00","Despejado","21°","15 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-168","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","11:00","Despejado","22°","17 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-169","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","11:30","Nubes dispersas","22°","17 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-170","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","12:00","Nubes dispersas","22°","22 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-171","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","12:30","Nubes dispersas","22°","28 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-172","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","13:00","Nubes dispersas","22°","28 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-173","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","13:30","Nubes dispersas","22°","30 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-174","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","14:00","Nubes dispersas","22°","26 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-175","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","14:30","Nubes dispersas","21°","22 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-176","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","15:00","Nubes dispersas","22°","20 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-177","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","16:00","Despejado","21°","28 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-178","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","17:00","Despejado","22°","28 km/h","69%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-179","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","17:30","Despejado","21°","28 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-180","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","18:00","Despejado","20°","24 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-181","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","18:30","Despejado","20°","22 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-182","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","19:00","Nubes dispersas","20°","28 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-183","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","19:30","Nubes dispersas","19°","32 km/h","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-184","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","20:00","Nubes dispersas","19°","26 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-185","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","20:30","Nubes dispersas","19°","28 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-186","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","21:00","Nubes dispersas","19°","30 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-187","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","21:30","Nubes dispersas","19°","24 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-188","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","22:00","Nubes dispersas","19°","24 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-189","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","22:30","Nubes dispersas","19°","26 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-190","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","23:00","Nubes dispersas","19°","26 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506941-191","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 4 Enero 2022","23:30","Nubes dispersas","19°","24 km/h","46%","1024 hPa","https://www.tutiempo.net/registros/gclp/4-enero-2022.html"
"1684506944-192","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","00:00","Despejado","19°","22 km/h","40%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-193","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","","","","","","","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-194","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","00:30","Despejado","19°","22 km/h","43%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-195","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","01:00","Despejado","18°","20 km/h","52%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-196","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","01:30","Despejado","18°","20 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-197","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","02:00","Despejado","18°","20 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-198","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","02:30","Nubes dispersas","18°","22 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-199","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","03:00","Nubes dispersas","18°","24 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-200","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","03:30","Nubes dispersas","18°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-201","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","04:00","Parcialmente cubierto","18°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-202","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","04:30","Mayormente cubierto","18°","28 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-203","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","05:00","Mayormente cubierto","18°","26 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-204","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","05:30","Mayormente cubierto","18°","28 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-205","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","06:00","Parcialmente cubierto","18°","22 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-206","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","06:30","Parcialmente cubierto","18°","24 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-207","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","07:00","Parcialmente cubierto","18°","26 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-208","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","07:30","Parcialmente cubierto","18°","22 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-209","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","08:00","Parcialmente cubierto","18°","24 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-210","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","08:30","Parcialmente cubierto","19°","20 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-211","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","09:00","Mayormente cubierto","20°","24 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-212","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","09:30","Mayormente cubierto","20°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-213","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","10:00","Mayormente cubierto","20°","35 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-214","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","10:30","Parcialmente cubierto","20°","33 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-215","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","11:00","Mayormente cubierto","21°","33 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-216","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","11:30","Mayormente cubierto","21°","33 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-217","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","12:00","Mayormente cubierto","21°","32 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-218","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","12:30","Mayormente cubierto","21°","35 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-219","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","13:00","Mayormente cubierto","21°","35 km/h","56%","1024 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-220","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","13:30","Mayormente cubierto","21°","35 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-221","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","14:00","Mayormente cubierto","21°","37 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
"1684506944-222","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 5 Enero 2022","14:30","Mayormente cubierto","20°","37 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/5-enero-2022.html"
